candidate_index,sample_index,sample_id,k,ratio,large_scan,min_target_separation_deg,selected_config,baseline_combined_worst_active_rl_db,baseline_combined_total_rl_db,optimized_combined_worst_active_rl_db,optimized_combined_total_rl_db,optimized_combined_active_gate,optimized_all_tasks_significant_worst_active_rl_db,optimized_all_tasks_significant_gate,optimized_all_tasks_strict_worst_active_rl_db,optimized_all_tasks_strict_gate,target_response_error_max,nearest_bound_ratio_max,local_bound_ratio_max,constraint_pass,baseline_psll_db,optimized_psll_db,baseline_nearest_iso_db,optimized_nearest_iso_db,baseline_local_iso_db,optimized_local_iso_db,baseline_weakest_target_gain_db,optimized_weakest_target_gain_db,optimized_target_spread_db,optimized_pointing_error_deg,equal_weakest_gain_power_ratio,gate15,strict_gate20,mainlobe_gate,robust_active_RL_gate,strict_engineering_gate
26,26,tv026_s026_k2_r0.7,2,0.699999988079071,1,55.273494720458984,balanced30,4.551442231127677,11.110267305779074,10.146897410838122,11.081157459811916,1,10.072741846525101,1,10.072741846525101,1,1.2760983396712092e-16,0.5843479182291246,0.9399451383372956,1,-5.375051911680075,-5.718498229980469,21.87642913859301,30.799213409423828,18.307999754306678,20.528060913085938,79.80655136556213,79.64741516113281,3.3627548217773438,2.4851305324312665,1.037322075796062,1,1,0,1,0
27,27,tv027_s027_k2_r0.8,2,0.800000011920929,0,14.186053276062012,balanced30,5.547773275203845,10.655775002284965,10.254212354436342,11.749588040834656,1,8.144359135758393,0,8.144359135758393,0,2.1570572519155304e-16,0.4726819019559205,1.0001851011332037,1,-14.113926432951402,-13.521507263183594,27.591721553509764,33.51367950439453,14.466945181265999,15.537063598632812,84.58119076629005,84.38912963867188,0.119842529296875,0.7521484878180047,1.0452161529334671,1,0,1,0,0
28,28,tv028_s028_k2_r0.8,2,0.800000011920929,1,55.8316764831543,combined20,1.419326421961041,11.402616995176801,10.12079248108671,11.935504691362507,1,10.01353278195962,1,10.01353278195962,1,4.71885786248289e-16,0.9980589903874593,0.8223725025392751,1,-5.931903958877442,-6.2293243408203125,22.413544294609366,27.221908569335938,21.068914196409594,22.061870574951172,81.61979853645389,81.48130798339844,2.3656997680664062,1.9707308196750868,1.0324025184770829,1,1,0,1,0
29,29,tv029_s029_k2_r0.8,2,0.800000011920929,1,82.30632781982422,robust20,0.7779012159303611,11.361858390438433,10.370183649245334,12.230119802895514,1,10.079239015209243,1,10.079239015209243,1,2.9843950385150965e-16,1.000058680754158,0.9638205126925483,1,-5.045859319688333,-5.069221496582031,27.355190388943967,27.507896423339844,23.1811527466298,22.146827697753906,81.7133225406482,81.8178939819336,0.01662445068359375,1.597575792829073,0.976209109299954,1,1,0,1,0
30,30,tv030_s030_k2_r0.9,2,0.8999999761581421,0,31.914785385131836,robust20,7.509883058703918,11.71421296151708,10.065734416448409,12.179421889920025,1,9.816605050289118,0,9.816605050289118,0,6.174521852774977e-16,0.9944589809001052,1.0000105386753944,1,-15.260789897703035,-15.037315368652344,28.056505800385544,28.053985595703125,18.399038147577755,18.433433532714844,85.4520164129789,85.41035461425781,0.03437042236328125,0.6538713550498017,1.0096391438225434,1,0,1,0,0
31,31,tv031_s031_k2_r0.9,2,0.8999999761581421,1,35.052467346191406,robust20,2.5385972627657876,13.929623268057094,10.386598407380864,14.24070637818598,1,10.031072260164539,1,10.031072260164539,1,1.2128049794532128e-16,0.7367904748689491,1.0000043477725098,1,-3.1742641716225535,-3.3123626708984375,23.221371889896147,30.49837875366211,19.626333707449476,20.98712158203125,82.11128838725932,81.9700927734375,1.7291107177734375,2.877363310332569,1.0330457643813156,1,1,0,1,0
32,32,tv032_s032_k2_r0.9,2,0.8999999761581421,1,19.151371002197266,robust20,2.4484443738627597,11.31443461237421,10.103795247326339,12.377192181613825,1,9.884548516446948,0,9.884548516446948,0,3.087540936652897e-16,0.9867106645136625,1.000537425966249,1,-3.9286051216170677,-3.2397003173828125,28.212860194418624,28.12091827392578,14.75382439563623,18.791770935058594,82.01466993535783,81.99241638183594,1.9668655395507812,2.979667590576027,1.0051372205593228,1,0,0,0,0
33,33,tv033_s033_k2_r1.0,2,1.0,0,39.66925811767578,balanced30,1.6605689937769545,12.838774907771704,10.239922146012375,13.042371567946635,1,10.02827869512948,1,10.02827869512948,1,3.854621605507411e-16,0.33285622507330753,0.36421484549052524,1,-14.803960297957573,-13.898452758789062,32.548334744742355,36.88571548461914,30.83925485578723,30.72249984741211,85.48983336562416,85.51856994628906,0.0578765869140625,0.4677607853623416,0.9934050008702675,1,1,1,1,1
34,34,tv034_s034_k2_r1.0,2,1.0,1,57.99696350097656,balanced30,-0.3452236803080924,14.205165202553943,10.142797727754543,15.18764366058041,1,10.054201989846309,1,10.054201989846309,1,3.6164026408914126e-17,0.9999971225690947,0.8556234744861841,1,-6.374471346324725,-6.40948486328125,26.613991075082744,27.292831420898438,21.6359952367269,22.370742797851562,83.24681882205869,83.0831298828125,0.8674163818359375,2.5174806211155727,1.0384100768610351,1,1,0,1,0
35,35,tv035_s035_k2_r1.0,2,1.0,1,51.33946228027344,robust20,0.43870057083778363,11.713338286053627,9.140416653027323,12.373435674812562,0,9.109059103536053,0,-11.268772979261033,0,4.4383749714651704e-16,1.0000000000064648,1.0000000000175084,1,-2.7520053599896244,-1.02313232421875,22.317475425614617,26.80835723876953,16.819396814843557,18.357040405273438,80.67032072809518,80.41838073730469,2.9050140380859375,3.1214658169817042,1.0597269988651672,1,0,0,0,0
