priority,role,candidate_index,sample_index,k,ratio,large_scan,min_target_separation_deg,combined_active_rl_db,task_significant_active_rl_db,psll_db,nearest_iso_db,local_iso_db,target_spread_db,pointing_error_deg,strict_engineering_gate
29.687904357910156,active_positive_direction_boundary,41,41,4,0.6000000238418579,1,24.257118225097656,10.128039472718456,10.034330092871599,-4.3640594482421875,26.56047821044922,18.398094177246094,2.88116455078125,1.8596673313743595,0
29.67843017578125,active_positive_direction_boundary,23,23,2,0.6000000238418579,1,70.64033508300781,10.13372077247956,10.058695129353985,-5.300682067871094,27.435012817382812,18.39215087890625,2.524169921875,1.290335458576411,0
29.67510070800781,active_positive_direction_boundary,36,36,4,0.5,0,21.625534057617188,10.191635926152859,10.003516247005692,-5.523590087890625,26.624496459960938,16.64501190185547,1.2245864868164062,1.2970200492789796,0
29.606289672851563,active_positive_direction_boundary,45,45,4,0.800000011920929,1,17.196489334106445,10.202411732807121,10.021194561407427,-5.853263854980469,26.968551635742188,16.691375732421875,2.2800140380859375,1.2409181692031352,0
29.599895477294922,active_positive_direction_boundary,40,40,4,0.6000000238418579,1,13.3247652053833,10.194650756860359,10.05014799320949,-2.7686309814453125,27.00052261352539,15.534614562988281,2.263671875,2.992590094908055,0
29.59430389404297,active_positive_direction_boundary,38,38,4,0.5,1,13.506495475769043,10.630020969025153,10.065855570155826,-2.2770462036132812,27.028480529785156,12.769401550292969,3.8401031494140625,2.1649483832744005,0
29.587625885009764,active_positive_direction_boundary,28,28,2,0.800000011920929,1,55.8316764831543,10.12079248108671,10.01353278195962,-6.2293243408203125,27.221908569335938,22.061870574951172,2.3656997680664062,1.9707308196750868,0
29.57063446044922,active_positive_direction_boundary,29,29,2,0.800000011920929,1,82.30632781982422,10.370183649245334,10.079239015209243,-5.069221496582031,27.507896423339844,22.146827697753906,0.01662445068359375,1.597575792829073,0
29.569447326660157,active_positive_direction_boundary,42,42,4,0.699999988079071,1,23.54428482055664,10.08968633704501,10.023058810179498,-7.7635955810546875,27.15276336669922,17.55571746826172,2.1805419921875,1.4114732699568016,0
29.54160385131836,active_positive_direction_boundary,50,50,4,0.8999999761581421,1,16.084293365478516,10.251748177364966,10.021441288946482,-4.1566314697265625,27.291980743408203,17.044448852539062,2.9124221801757812,2.904077063761827,0
29.54143371582031,active_positive_direction_boundary,34,34,2,1.0,1,57.99696350097656,10.142797727754543,10.054201989846309,-6.40948486328125,27.292831420898438,22.370742797851562,0.8674163818359375,2.5174806211155727,0
29.392120361328125,active_positive_direction_boundary,19,19,2,0.5,1,53.63685989379883,10.126672277896647,10.019653218049058,-6.695732116699219,28.039398193359375,12.660575866699219,2.7294235229492188,0.8411287694562455,0
29.384857177734375,active_positive_direction_boundary,8,8,1,0.699999988079071,1,180.0,10.10297282195397,10.10297282195397,-1.845428466796875,300.0,300.0,0.0,2.5428462981266486,0
29.346146392822266,active_positive_direction_boundary,21,21,2,0.6000000238418579,0,33.27549362182617,10.263478348191619,10.02923120176293,-10.538597106933594,28.269268035888672,13.13970947265625,1.0743179321289062,0.7111897233648972,0
29.15673065185547,active_positive_direction_boundary,11,11,1,0.800000011920929,1,180.0,10.212641246552167,10.212641246552167,-2.5298080444335938,300.0,300.0,0.0,2.760445706738533,0
29.113238016764324,active_positive_direction_boundary,2,2,1,0.5,1,180.0,10.103363092805404,10.103363092805404,-2.6602859497070312,300.0,300.0,0.0,2.5496217584821763,0
28.911094665527344,active_positive_direction_boundary,14,14,1,0.8999999761581421,1,180.0,10.024556524545376,10.024556524545376,-3.2667160034179688,300.0,300.0,0.0,3.2897878953569832,0
28.55516306559245,active_positive_direction_boundary,10,10,1,0.800000011920929,1,180.0,10.111661970280043,10.111661970280043,-4.334510803222656,300.0,300.0,0.0,2.0118263814711503,0
