candidate_index,sample_index,k,ratio,config,best_iteration,combined_worst_active_rl_db,combined_total_rl_db,combined_active_gate,combined_dynamic_range_db,all_tasks_significant_worst_active_rl_db,all_tasks_significant_worst_total_rl_db,all_tasks_significant_gate,all_tasks_strict_worst_active_rl_db,all_tasks_strict_gate,target_response_error_max,nearest_bound_ratio_max,local_bound_ratio_max,constraint_pass
9,9,1,0.800000011920929,balanced30,63,8.50725090944518,11.207313551645283,0,11.775040066206605,8.50725090944518,11.207313551645283,0,8.50725090944518,0,4.6410574284796e-18,0.0,0.0,1
9,9,1,0.800000011920929,combined20,84,9.60016681625149,11.279224736809152,0,14.454843871798154,9.60016681625149,11.279224736809152,0,9.60016681625149,0,9.2821148569592e-18,0.0,0.0,1
9,9,1,0.800000011920929,robust20,110,10.007942460199537,11.267053631323883,1,14.789614982658414,10.007942460199537,11.267053631323883,1,10.007942460199537,1,0.0,0.0,0.0,1
10,10,1,0.800000011920929,balanced30,2,10.039640593444247,14.73309692532536,1,13.190844945236952,10.039640593444247,14.73309692532536,1,10.039640593444247,1,2.2097741689864368e-16,0.0,0.0,1
10,10,1,0.800000011920929,combined20,90,10.111661970280043,14.51552893675787,1,13.477255149971564,10.111661970280043,14.51552893675787,1,10.111661970280043,1,6.904701470454154e-18,0.0,0.0,1
10,10,1,0.800000011920929,robust20,17,10.036025618328509,14.64495056389947,1,13.386971426842624,10.036025618328509,14.64495056389947,1,10.036025618328509,1,3.452350735227077e-18,0.0,0.0,1
11,11,1,0.800000011920929,balanced30,70,10.212641246552167,11.786694519569934,1,14.671947791608059,10.212641246552167,11.786694519569934,1,10.212641246552167,1,1.4443965712581726e-16,0.0,0.0,1
11,11,1,0.800000011920929,combined20,90,10.091722069499713,11.719010766401725,1,16.264721181836023,10.091722069499713,11.719010766401725,1,10.091722069499713,1,1.4465087779501853e-16,0.0,0.0,1
11,11,1,0.800000011920929,robust20,108,10.055183419918697,11.810870203264656,1,17.20910451260054,10.055183419918697,11.810870203264656,1,10.055183419918697,1,1.8046147695391428e-17,0.0,0.0,1
12,12,1,0.8999999761581421,balanced30,31,9.790574505900146,11.784261114512356,0,9.254019454691827,9.790574505900146,11.784261114512356,0,9.790574505900146,0,6.657897572038049e-18,0.0,0.0,1
12,12,1,0.8999999761581421,combined20,55,9.196628207111408,11.861130750234224,0,8.92819763611156,9.196628207111408,11.861130750234224,0,9.196628207111408,0,1.421044843795405e-16,0.0,0.0,1
12,12,1,0.8999999761581421,robust20,29,9.951956364199813,11.80799966616588,0,7.954149474996818,9.951956364199813,11.80799966616588,0,9.951956364199813,0,1.420351482034784e-16,0.0,0.0,1
13,13,1,0.8999999761581421,balanced30,1,10.050082576400555,15.46123773695909,1,14.73179634254522,10.050082576400555,15.46123773695909,1,10.050082576400555,1,1.5843462168376725e-17,0.0,0.0,1
13,13,1,0.8999999761581421,combined20,32,10.138277990475913,15.46706526090794,1,14.702375514788915,10.138277990475913,15.46706526090794,1,10.138277990475913,1,2.0319201625979167e-16,0.0,0.0,1
