candidate_index,sample_index,scene_id,target_hash,boundary_type,boundary_side,variant_kind,k,active_ratio,pattern15_admit,strict_admit,fullwave_complete,prob_gate15,actual_gate15,prob_gate20,actual_gate20,prob_mainlobe_gate,actual_mainlobe_gate,prob_strict_engineering_gate,actual_strict_engineering_gate,pred_psll_db,actual_psll_db,error_psll_db,pred_nearest_iso_db,actual_nearest_iso_db,error_nearest_iso_db,pred_local_iso_db,actual_local_iso_db,error_local_iso_db,pred_mainlobe_gain_db,actual_mainlobe_gain_db,error_mainlobe_gain_db,pred_target_spread_db,actual_target_spread_db,error_target_spread_db,actual_active_rl_gate,actual_worst_active_rl_db,actual_worst_total_rl_db,frozen_threshold_label_match
10,200003,gate15_psll_200003_515d629ff1f82f77,515d629ff1f82f77,psll,inside,gate15_psll_inside,6,0.5234375,0,0,1,0.47697951504597935,1,0.25917224594598426,1,0.958187574640127,1,2.0188251994097464e-05,0,1.092529296875,-0.29167938232421875,1.3842086791992188,26.023012161254883,26.26198959350586,-0.23897743225097656,22.171329498291016,22.342819213867188,-0.17148971557617188,77.30393981933594,77.39457702636719,-0.09063720703125,0.15912960469722748,0.15313720703125,0.005992397665977478,0,-4.267891184702159,10.013849534798101,1
11,200003,gate15_psll_200003_515d629ff1f82f77,515d629ff1f82f77,psll,outside,gate15_psll_outside,6,0.5234375,0,0,1,0.3976504192728769,0,0.19001042901466111,0,0.9549717471718445,1,1.1078577161124682e-05,0,1.3075008392333984,0.18755340576171875,1.1199474334716797,26.045902252197266,26.26198959350586,-0.21608734130859375,21.970043182373047,22.262557983398438,-0.2925148010253906,77.28697967529297,77.33395385742188,-0.04697418212890625,0.16183313727378845,0.15772247314453125,0.004110664129257202,0,-3.9760031000225964,10.004518892020897,1
12,200004,gate15_psll_200004_0a88bf3f7caa98a0,0a88bf3f7caa98a0,psll,control,nominal_control,6,0.5234375,1,1,1,0.9881280733771816,1,0.9494058488660475,1,0.9894668990994597,1,0.9886037083432163,1,-4.848994731903076,-4.784263610839844,-0.06473112106323242,27.147756576538086,27.204116821289062,-0.05636024475097656,23.555465698242188,23.170326232910156,0.38513946533203125,77.92755126953125,77.92460632324219,0.0029449462890625,0.2222139984369278,0.2091217041015625,0.013092294335365295,1,10.028272272956917,10.01238224299791,1
13,200004,gate15_psll_200004_0a88bf3f7caa98a0,0a88bf3f7caa98a0,psll,inside,gate15_psll_inside,6,0.5234375,0,0,1,0.5351110197829801,1,0.3037401955474309,1,0.9551677913819122,1,4.8490163448987944e-05,0,0.6398677825927734,-0.1802978515625,0.8201656341552734,26.718990325927734,27.204116821289062,-0.4851264953613281,22.49042510986328,22.41857147216797,0.0718536376953125,77.42462158203125,77.48330688476562,-0.058685302734375,0.3129052519798279,0.18218231201171875,0.13072293996810913,0,-4.994510081112623,10.001669421299212,1
14,200004,gate15_psll_200004_0a88bf3f7caa98a0,0a88bf3f7caa98a0,psll,outside,gate15_psll_outside,6,0.5234375,0,0,1,0.45609165426311205,0,0.2338841699871873,0,0.9503812476172244,1,2.4523966009214388e-05,0,0.9148645401000977,0.25775146484375,0.6571130752563477,26.73848533630371,27.204113006591797,-0.46562767028808594,22.30974769592285,22.350997924804688,-0.04125022888183594,77.40337371826172,77.427001953125,-0.02362823486328125,0.3159801959991455,0.1803741455078125,0.135606050491333,0,-5.911561266792495,9.997313085018254,1
15,200005,gate15_psll_200005_714250a6b5698bde,714250a6b5698bde,psll,control,nominal_control,6,0.72265625,1,1,1,0.9887089675986639,1,0.9630260919632844,1,0.9932182215586389,1,0.9980933426776943,1,-5.849087715148926,-5.813392639160156,-0.03569507598876953,29.667922973632812,29.56218719482422,0.10573577880859375,23.197288513183594,23.172805786132812,0.02448272705078125,78.79911804199219,78.7818832397461,0.01723480224609375,0.47637975215911865,0.48117828369140625,-0.004798531532287598,1,10.011212398904004,10.419926208016312,1
16,200005,gate15_psll_200005_714250a6b5698bde,714250a6b5698bde,psll,inside,gate15_psll_inside,6,0.72265625,0,0,1,0.5531248160418069,1,0.49112192505654073,1,0.9670060738638199,1,0.0005355382724222078,0,1.1915779113769531,-0.24713897705078125,1.4387168884277344,29.73373794555664,29.56220245361328,0.17153549194335938,22.157543182373047,22.608200073242188,-0.4506568908691406,78.32719421386719,78.3658676147461,-0.03867340087890625,0.628061056137085,0.474517822265625,0.15354323387145996,0,-5.627087114600885,10.375908090511352,1
17,200005,gate15_psll_200005_714250a6b5698bde,714250a6b5698bde,psll,outside,gate15_psll_outside,6,0.72265625,0,0,1,0.5528506425534855,0,0.4852384488769003,0,0.9619184545216147,1,0.0002801076067491707,0,1.3715581893920898,0.1996917724609375,1.1718664169311523,29.72313690185547,29.56219482421875,0.16094207763671875,22.052751541137695,22.566024780273438,-0.5132732391357422,78.3116683959961,78.31498718261719,-0.00331878662109375,0.6353539824485779,0.47409820556640625,0.16125577688217163,0,-5.837578787085494,10.37290334096943,1
18,200006,gate15_psll_200006_9fbef23d325f1582,9fbef23d325f1582,psll,control,nominal_control,6,0.5234375,0,0,1,0.9880476886411197,1,0.9464286107318753,1,0.9908158310460988,1,0.9793529218919086,1,-4.80631160736084,-4.842704772949219,0.036393165588378906,25.165632247924805,25.069561004638672,0.09607124328613281,22.936908721923828,22.9090576171875,0.027851104736328125,77.49433898925781,77.49309539794922,0.00124359130859375,0.05940229445695877,0.09146881103515625,-0.03206651657819748,1,10.015703201461864,10.016849357348134,1
19,200006,gate15_psll_200006_9fbef23d325f1582,9fbef23d325f1582,psll,inside,gate15_psll_inside,6,0.5234375,0,0,1,0.5540981587209534,1,0.5094277372236482,1,0.9849158642211334,1,0.0034343742574939108,0,-1.565946340560913,-0.314910888671875,-1.251035451889038,25.121871948242188,25.069549560546875,0.0523223876953125,21.99527359008789,21.89611053466797,0.09916305541992188,77.18956756591797,77.14059448242188,0.04897308349609375,-0.02608571946620941,0.1155548095703125,-0.1416405290365219,0,0.32177765261284874,9.94917532691419,1
