destination_port,destination_ix,destination_iy,destination_class,source_port,source_ix,source_iy,source_class,top3_occurrence_count,mean_contribution_fraction,max_contribution_fraction,manhattan_distance
88,5,8,interior,88,5,8,interior,1,0.05015904274943373,0.05015904274943373,0
70,4,6,interior,37,2,5,interior,1,0.04999341530820542,0.04999341530820542,3
190,11,14,interior,158,9,14,interior,1,0.049866569706739444,0.049866569706739444,2
75,4,11,interior,42,2,10,interior,1,0.049770677331830646,0.049770677331830646,3
104,6,8,interior,104,6,8,interior,1,0.04976709829348178,0.04976709829348178,0
202,12,10,interior,218,13,10,interior,1,0.04972394317968187,0.04972394317968187,1
180,11,4,interior,180,11,4,interior,1,0.049686617262300406,0.049686617262300406,0
198,12,6,interior,230,14,6,interior,1,0.04961143783106804,0.04961143783106804,2
217,13,9,interior,248,15,8,edge,1,0.04951916549957841,0.04951916549957841,3
191,11,15,edge,143,8,15,edge,1,0.049504581945740804,0.049504581945740804,3
28,1,12,interior,59,3,11,interior,1,0.049498960393348244,0.049498960393348244,3
34,2,2,interior,66,4,2,interior,1,0.049294269567442386,0.049294269567442386,2
34,2,2,interior,1,0,1,edge,1,0.04924118700181386,0.04924118700181386,3
36,2,4,interior,4,0,4,edge,1,0.04920875238997519,0.04920875238997519,2
159,9,15,edge,140,8,12,interior,1,0.04909466495535839,0.04909466495535839,4
210,13,2,interior,178,11,2,interior,1,0.04904734978141398,0.04904734978141398,2
40,2,8,interior,40,2,8,interior,1,0.048916798222340685,0.048916798222340685,0
38,2,6,interior,70,4,6,interior,1,0.04886686623824542,0.04886686623824542,2
131,8,3,interior,116,7,4,interior,1,0.048836231610417266,0.048836231610417266,2
32,2,0,edge,65,4,1,interior,1,0.04880435706042469,0.04880435706042469,3
214,13,6,interior,246,15,6,edge,1,0.0486968944953024,0.0486968944953024,2
136,8,8,interior,168,10,8,interior,1,0.04867391735450637,0.04867391735450637,2
51,3,3,interior,36,2,4,interior,1,0.04860790413053162,0.04860790413053162,2
12,0,12,edge,10,0,10,edge,1,0.04845662114891775,0.04845662114891775,2
189,11,13,interior,189,11,13,interior,1,0.04839347153147624,0.04839347153147624,0
242,15,2,edge,194,12,2,interior,1,0.04839151213903124,0.04839151213903124,3
214,13,6,interior,181,11,5,interior,1,0.04837345465482612,0.04837345465482612,3
24,1,8,interior,56,3,8,interior,1,0.04823292207694584,0.04823292207694584,2
31,1,15,edge,62,3,14,interior,1,0.048166627698390176,0.048166627698390176,3
253,15,13,edge,253,15,13,edge,1,0.048120724477847515,0.048120724477847515,0
177,11,1,interior,145,9,1,interior,1,0.047782134912867924,0.047782134912867924,2
191,11,15,edge,190,11,14,interior,1,0.047661771132660104,0.047661771132660104,1
125,7,13,interior,142,8,14,interior,1,0.0475159338068603,0.0475159338068603,2
74,4,10,interior,91,5,11,interior,1,0.04733153975605524,0.04733153975605524,2
121,7,9,interior,136,8,8,interior,1,0.04727892476713237,0.04727892476713237,2
213,13,5,interior,198,12,6,interior,1,0.04712146586672161,0.04712146586672161,2
186,11,10,interior,186,11,10,interior,1,0.04703782429810492,0.04703782429810492,0
248,15,8,edge,252,15,12,edge,1,0.04698480807013823,0.04698480807013823,4
126,7,14,interior,158,9,14,interior,1,0.046949725158861665,0.046949725158861665,2
109,6,13,interior,126,7,14,interior,1,0.04688817645290028,0.04688817645290028,2
37,2,5,interior,20,1,4,interior,1,0.04686951720597017,0.04686951720597017,2
60,3,12,interior,108,6,12,interior,1,0.04676828786854654,0.04676828786854654,3
190,11,14,interior,173,10,13,interior,1,0.046694133725262925,0.046694133725262925,2
231,14,7,interior,230,14,6,interior,1,0.04662552518241677,0.04662552518241677,1
221,13,13,interior,253,15,13,edge,1,0.04662062328335955,0.04662062328335955,2
213,13,5,interior,180,11,4,interior,1,0.046464793999761944,0.046464793999761944,3
13,0,13,edge,11,0,11,edge,1,0.04638516385390701,0.04638516385390701,2
37,2,5,interior,5,0,5,edge,1,0.04638419042729258,0.04638419042729258,2
190,11,14,interior,157,9,13,interior,1,0.0462487795749588,0.0462487795749588,3
217,13,9,interior,169,10,9,interior,1,0.04621980450724708,0.04621980450724708,3
36,2,4,interior,68,4,4,interior,1,0.046052552634388906,0.046052552634388906,2
8,0,8,edge,39,2,7,interior,1,0.045941909855605374,0.045941909855605374,3
245,15,5,edge,212,13,4,interior,1,0.04593990455954812,0.04593990455954812,3
168,10,8,interior,153,9,9,interior,1,0.04593050674332065,0.04593050674332065,2
122,7,10,interior,154,9,10,interior,1,0.04590186850452732,0.04590186850452732,2
29,1,13,interior,44,2,12,interior,1,0.0459003264956348,0.0459003264956348,2
66,4,2,interior,83,5,3,interior,1,0.04586721410284108,0.04586721410284108,2
103,6,7,interior,103,6,7,interior,1,0.045858712938119495,0.045858712938119495,0
219,13,11,interior,202,12,10,interior,1,0.04585543191978727,0.04585543191978727,2
104,6,8,interior,72,4,8,interior,1,0.04581336676710934,0.04581336676710934,2
248,15,8,edge,246,15,6,edge,1,0.04578816990732811,0.04578816990732811,2
70,4,6,interior,118,7,6,interior,1,0.04567959636569435,0.04567959636569435,3
82,5,2,interior,35,2,3,interior,1,0.045437724832762795,0.045437724832762795,4
217,13,9,interior,250,15,10,edge,1,0.04538687991869897,0.04538687991869897,3
36,2,4,interior,69,4,5,interior,1,0.04537798121601915,0.04537798121601915,3
248,15,8,edge,250,15,10,edge,1,0.04535064344259162,0.04535064344259162,2
148,9,4,interior,148,9,4,interior,1,0.04530835403023338,0.04530835403023338,0
35,2,3,interior,35,2,3,interior,1,0.04514249068169147,0.04514249068169147,0
223,13,15,edge,222,13,14,interior,1,0.044983254200200086,0.044983254200200086,1
123,7,11,interior,123,7,11,interior,1,0.04491845838974125,0.04491845838974125,0
200,12,8,interior,200,12,8,interior,1,0.044826802239083204,0.044826802239083204,0
11,0,11,edge,13,0,13,edge,1,0.044623770151723384,0.044623770151723384,2
94,5,14,interior,124,7,12,interior,1,0.04459264968475722,0.04459264968475722,4
138,8,10,interior,106,6,10,interior,1,0.044484305344186986,0.044484305344186986,2
110,6,14,interior,95,5,15,edge,1,0.0443942355922131,0.0443942355922131,2
121,7,9,interior,154,9,10,interior,1,0.04429953681681904,0.04429953681681904,3
104,6,8,interior,136,8,8,interior,1,0.044187148549802074,0.044187148549802074,2
73,4,9,interior,41,2,9,interior,1,0.04417502254214189,0.04417502254214189,2
248,15,8,edge,218,13,10,interior,1,0.04415909826418486,0.04415909826418486,4
112,7,0,edge,82,5,2,interior,1,0.04412598104711185,0.04412598104711185,4
147,9,3,interior,194,12,2,interior,1,0.0440260779929978,0.0440260779929978,4
213,13,5,interior,230,14,6,interior,1,0.04400682895583436,0.04400682895583436,2
54,3,6,interior,38,2,6,interior,1,0.04399429935217284,0.04399429935217284,1
99,6,3,interior,131,8,3,interior,1,0.04382352207268977,0.04382352207268977,2
95,5,15,edge,77,4,13,interior,1,0.043811037252028444,0.043811037252028444,3
8,0,8,edge,10,0,10,edge,1,0.043644496560425024,0.043644496560425024,2
125,7,13,interior,157,9,13,interior,1,0.04358978841883442,0.04358978841883442,2
102,6,6,interior,102,6,6,interior,1,0.043523880075143025,0.043523880075143025,0
94,5,14,interior,111,6,15,edge,1,0.04342156638253227,0.04342156638253227,2
160,10,0,edge,178,11,2,interior,1,0.04342085331634665,0.04342085331634665,3
157,9,13,interior,140,8,12,interior,1,0.04341845604488313,0.04341845604488313,2
180,11,4,interior,148,9,4,interior,1,0.04341409868033895,0.04341409868033895,2
230,14,6,interior,196,12,4,interior,1,0.0432327009396845,0.0432327009396845,4
168,10,8,interior,168,10,8,interior,1,0.043127788889638384,0.043127788889638384,0
189,11,13,interior,206,12,14,interior,1,0.042944552223449985,0.042944552223449985,2
155,9,11,interior,155,9,11,interior,1,0.042896025341734575,0.042896025341734575,0
218,13,10,interior,251,15,11,edge,1,0.04274847082844751,0.04274847082844751,3
221,13,13,interior,252,15,12,edge,1,0.042453592792580916,0.042453592792580916,3
170,10,10,interior,139,8,11,interior,1,0.04222697919175997,0.04222697919175997,3
75,4,11,interior,124,7,12,interior,1,0.04188456297867049,0.04188456297867049,4
8,0,8,edge,6,0,6,edge,1,0.04177053774064057,0.04177053774064057,2
242,15,2,edge,248,15,8,edge,1,0.041676291284597856,0.041676291284597856,6
123,7,11,interior,156,9,12,interior,1,0.04152960325216034,0.04152960325216034,3
35,2,3,interior,4,0,4,edge,1,0.04136067183200802,0.04136067183200802,3
219,13,11,interior,187,11,11,interior,1,0.04120730592669695,0.04120730592669695,2
73,4,9,interior,73,4,9,interior,1,0.04109551758584238,0.04109551758584238,0
99,6,3,interior,81,5,1,interior,1,0.04102983057769355,0.04102983057769355,3
134,8,6,interior,166,10,6,interior,1,0.04091493436159548,0.04091493436159548,2
245,15,5,edge,197,12,5,interior,1,0.040705601182535446,0.040705601182535446,3
75,4,11,interior,46,2,14,interior,1,0.040596620628685215,0.040596620628685215,5
83,5,3,interior,35,2,3,interior,1,0.04055306063184256,0.04055306063184256,3
24,1,8,interior,8,0,8,edge,1,0.04050822045484254,0.04050822045484254,1
24,1,8,interior,55,3,7,interior,1,0.04028364672916729,0.04028364672916729,3
109,6,13,interior,77,4,13,interior,1,0.04024226063389502,0.04024226063389502,2
209,13,1,interior,224,14,0,edge,1,0.04023808631928851,0.04023808631928851,2
242,15,2,edge,211,13,3,interior,1,0.040103374681689834,0.040103374681689834,3
13,0,13,edge,15,0,15,corner,1,0.0400089713001664,0.0400089713001664,2
75,4,11,interior,77,4,13,interior,1,0.040003147465032855,0.040003147465032855,2
182,11,6,interior,182,11,6,interior,1,0.039689848246070095,0.039689848246070095,0
33,2,1,interior,18,1,2,interior,1,0.03960518014840188,0.03960518014840188,2
90,5,10,interior,105,6,9,interior,1,0.03960225838321223,0.03960225838321223,2
75,4,11,interior,108,6,12,interior,1,0.039564498932023885,0.039564498932023885,3
18,1,2,interior,65,4,1,interior,1,0.03922375481876477,0.03922375481876477,4
58,3,10,interior,90,5,10,interior,1,0.039193721662590136,0.039193721662590136,2
53,3,5,interior,70,4,6,interior,1,0.03905994214751874,0.03905994214751874,2
20,1,4,interior,35,2,3,interior,1,0.039004421933168616,0.039004421933168616,2
58,3,10,interior,26,1,10,interior,1,0.03882055585257879,0.03882055585257879,2
109,6,13,interior,109,6,13,interior,1,0.03878354878389992,0.03878354878389992,0
178,11,2,interior,178,11,2,interior,1,0.038769064922078246,0.038769064922078246,0
71,4,7,interior,56,3,8,interior,1,0.038731759683984526,0.038731759683984526,2
178,11,2,interior,147,9,3,interior,1,0.038570294672081326,0.038570294672081326,3
136,8,8,interior,136,8,8,interior,1,0.03826452428762747,0.03826452428762747,0
40,2,8,interior,39,2,7,interior,1,0.03798758774060096,0.03798758774060096,1
69,4,5,interior,69,4,5,interior,1,0.037964700339682016,0.037964700339682016,0
37,2,5,interior,52,3,4,interior,1,0.0379251278894101,0.0379251278894101,2
248,15,8,edge,217,13,9,interior,1,0.0378199512306199,0.0378199512306199,3
69,4,5,interior,54,3,6,interior,1,0.0377906265594125,0.0377906265594125,2
168,10,8,interior,137,8,9,interior,1,0.037749079327477446,0.037749079327477446,3
34,2,2,interior,33,2,1,interior,1,0.03768773691192814,0.03768773691192814,1
147,9,3,interior,96,6,0,edge,1,0.037601952562334805,0.037601952562334805,6
57,3,9,interior,57,3,9,interior,1,0.03746974664011548,0.03746974664011548,0
103,6,7,interior,135,8,7,interior,1,0.03743556638010856,0.03743556638010856,2
133,8,5,interior,133,8,5,interior,1,0.03742818966787642,0.03742818966787642,0
133,8,5,interior,101,6,5,interior,1,0.03738231500475724,0.03738231500475724,2
149,9,5,interior,149,9,5,interior,1,0.03735881837403211,0.03735881837403211,0
215,13,7,interior,167,10,7,interior,1,0.0372155079975076,0.0372155079975076,3
49,3,1,interior,81,5,1,interior,1,0.03712362910800297,0.03712362910800297,2
164,10,4,interior,147,9,3,interior,1,0.037071767172941826,0.037071767172941826,2
51,3,3,interior,52,3,4,interior,1,0.037049087583732994,0.037049087583732994,1
148,9,4,interior,133,8,5,interior,1,0.036844331607722394,0.036844331607722394,2
74,4,10,interior,74,4,10,interior,1,0.03673424708108352,0.03673424708108352,0
122,7,10,interior,137,8,9,interior,1,0.03663667466493826,0.03663667466493826,2
182,11,6,interior,165,10,5,interior,1,0.03662398961699583,0.03662398961699583,2
34,2,2,interior,81,5,1,interior,1,0.03644197595221851,0.03644197595221851,4
218,13,10,interior,201,12,9,interior,1,0.03633459407957223,0.03633459407957223,2
186,11,10,interior,155,9,11,interior,1,0.03626062114242224,0.03626062114242224,3
30,1,14,interior,45,2,13,interior,1,0.03583601901793681,0.03583601901793681,2
82,5,2,interior,114,7,2,interior,1,0.03566869024797233,0.03566869024797233,2
250,15,10,edge,250,15,10,edge,1,0.03553356841210723,0.03553356841210723,0
200,12,8,interior,232,14,8,interior,1,0.035401795499920674,0.035401795499920674,2
164,10,4,interior,134,8,6,interior,1,0.035170675441742655,0.035170675441742655,4
69,4,5,interior,118,7,6,interior,1,0.03506015661468966,0.03506015661468966,4
83,5,3,interior,83,5,3,interior,1,0.03487349548326079,0.03487349548326079,0
75,4,11,interior,60,3,12,interior,1,0.03476270689102252,0.03476270689102252,2
157,9,13,interior,172,10,12,interior,1,0.03466387524224039,0.03466387524224039,2
160,10,0,edge,128,8,0,edge,1,0.034303561894745135,0.034303561894745135,2
181,11,5,interior,214,13,6,interior,1,0.034197210294244385,0.034197210294244385,3
109,6,13,interior,79,4,15,edge,1,0.0340356263674912,0.0340356263674912,4
53,3,5,interior,85,5,5,interior,1,0.033730781504900574,0.033730781504900574,2
119,7,7,interior,151,9,7,interior,1,0.033662169655718596,0.033662169655718596,2
27,1,11,interior,12,0,12,edge,1,0.03356592948065173,0.03356592948065173,2
7,0,7,edge,9,0,9,edge,1,0.033546271090717415,0.033546271090717415,2
60,3,12,interior,58,3,10,interior,1,0.033389172780995784,0.033389172780995784,2
163,10,3,interior,195,12,3,interior,1,0.03332726145925706,0.03332726145925706,2
213,13,5,interior,179,11,3,interior,1,0.033091770940830406,0.033091770940830406,4
218,13,10,interior,185,11,9,interior,1,0.03288987196675125,0.03288987196675125,3
99,6,3,interior,80,5,0,edge,1,0.03242052871380257,0.03242052871380257,4
139,8,11,interior,107,6,11,interior,1,0.032399373142835024,0.032399373142835024,2
230,14,6,interior,197,12,5,interior,1,0.03234363836224385,0.03234363836224385,3
181,11,5,interior,196,12,4,interior,1,0.0323418922219741,0.0323418922219741,2
174,10,14,interior,141,8,13,interior,1,0.032207735706711586,0.032207735706711586,3
167,10,7,interior,167,10,7,interior,1,0.03196936996344322,0.03196936996344322,0
61,3,13,interior,78,4,14,interior,1,0.031594182836613346,0.031594182836613346,2
187,11,11,interior,170,10,10,interior,1,0.031012668525267992,0.031012668525267992,2
123,7,11,interior,108,6,12,interior,1,0.031007071348979728,0.031007071348979728,2
134,8,6,interior,151,9,7,interior,1,0.030720114761929707,0.030720114761929707,2
149,9,5,interior,117,7,5,interior,1,0.030555662321932697,0.030555662321932697,2
181,11,5,interior,150,9,6,interior,1,0.030100039199485472,0.030100039199485472,3
7,0,7,edge,40,2,8,interior,1,0.029984686489387555,0.029984686489387555,3
134,8,6,interior,119,7,7,interior,1,0.029803128188806025,0.029803128188806025,2
106,6,10,interior,137,8,9,interior,1,0.0293906438493462,0.0293906438493462,3
90,5,10,interior,75,4,11,interior,1,0.028394425249806014,0.028394425249806014,2
57,3,9,interior,25,1,9,interior,1,0.02833035969114375,0.02833035969114375,2
165,10,5,interior,150,9,6,interior,1,0.027896918395009004,0.027896918395009004,2
165,10,5,interior,133,8,5,interior,1,0.0278053778231249,0.0278053778231249,2
97,6,1,interior,132,8,4,interior,1,0.02774073313072285,0.02774073313072285,5
90,5,10,interior,121,7,9,interior,1,0.027378081086019516,0.027378081086019516,3
58,3,10,interior,43,2,11,interior,1,0.026423364672119337,0.026423364672119337,2
105,6,9,interior,73,4,9,interior,1,0.025218518358425722,0.025218518358425722,2
73,4,9,interior,105,6,9,interior,1,0.025217757832929445,0.025217757832929445,2
