stimulus_index,stimulus_family,sample_index,k_value,ratio,window_role,source_type,task_index,worst_port,active_rl_db,worst_gamma_magnitude,source_port_magnitude,reflected_port_magnitude,required_b_reduction_for_10db,required_b_reduction_for_11db,stop_line_pass,design_line_pass
1111,k6_supported_scene,421033,6,0.5,corner,task,1,P01,5.439024797620952,0.5346243806178981,0.31253967315749726,0.1670913291803473,0.06825760654611926,0.07900568116334117,False,False
415,k6_supported_scene,421022,6,0.5,corner,task,0,P11,5.446482228952208,0.5341655659497078,0.30700295024985186,0.16399040466844209,0.066907547550353,0.07746521718524081,False,False
1144,k6_supported_scene,421033,6,0.5,edge,task,5,P01,5.452933551125301,0.5337689693017511,0.3986093048112145,0.21276527778316948,0.08671394780919431,0.1004219116908578,False,False
1282,k6_supported_scene,421035,6,0.5,interior,task,2,P00,5.459903696439028,0.5333408087948931,0.40527740632165454,0.21615097967388777,0.08799101085569264,0.1019282872334798,False,False
286,k6_supported_scene,421020,6,0.5,corner,combined,-1,P11,5.509523665748234,0.5303026736343363,0.4214813254183171,0.2235126737562773,0.09022857580142699,0.10472309641570694,False,False
703,k6_supported_scene,421026,6,0.5,edge,task,5,P10,5.541245068402649,0.5283695078550269,0.43516864192160065,0.22992984116605653,0.09231743369060746,0.10728265390471929,False,False
445,k6_supported_scene,421022,6,0.5,edge,task,3,P10,5.54144051139399,0.5283576190376859,0.47174553904487826,0.2492503498014015,0.10007131186083065,0.11629439228697813,False,False
1228,k6_supported_scene,421034,6,0.5,interior,task,5,P00,5.5553856152382135,0.5275100270568215,0.2904084036985413,0.15319334489254585,0.06135814415844011,0.07134513608457328,False,False
1357,k6_supported_scene,421037,6,0.5,corner,combined,-1,P10,5.556619114706764,0.527435119688095,0.4926851657635526,0.2598594593730483,0.10405873005400454,0.1210019132055288,False,False
1363,k6_supported_scene,421037,6,0.5,corner,task,1,P00,5.557290002989495,0.5273943827697933,0.3552953898906708,0.18738079285234338,0.07502652543113514,0.08724494660986182,False,False
1312,k6_supported_scene,421036,6,0.5,corner,task,5,P10,5.569602225295812,0.5266473324223127,0.4694764845712844,0.24724853823447193,0.09878703832105618,0.11493208715989717,False,False
118,old_285_replay,426109,2,0.6000000238418579,edge,task,1,P11,5.575155799582227,0.5263107128721298,0.44724710587837563,0.2353909431248448,0.09395898997542987,0.1093395821983408,False,False
1447,k6_supported_scene,421038,6,0.5,edge,task,1,P10,5.583379869035291,0.5258126214221716,0.36707474346862906,0.19301253312111097,0.07693330703282253,0.08955681397208476,False,False
