stimulus_index,stimulus_family,sample_index,k_value,ratio,window_role,source_type,task_index,worst_port,active_rl_db,worst_gamma_magnitude,source_port_magnitude,reflected_port_magnitude,required_b_reduction_for_10db,required_b_reduction_for_11db,stop_line_pass,design_line_pass,s_column_port,coupling_relation,d_active_rl_db_d_re_s,d_active_rl_db_d_im_s,jacobian_magnitude
517,k6_supported_scene,421023,6,0.5,interior,combined,-1,P00,8.532593552455129,0.3744297279619702,0.48117724159241476,0.18016706367093904,0.028005459504025415,0.044552891209241635,False,False,P00,self,7.915538337733992,21.805393848792082,23.197649623982947
517,k6_supported_scene,421023,6,0.5,interior,combined,-1,P00,8.532593552455129,0.3744297279619702,0.48117724159241476,0.18016706367093904,0.028005459504025415,0.044552891209241635,False,False,P10,x_neighbor,5.853929527238768,24.09007300528729,24.791129629566083
517,k6_supported_scene,421023,6,0.5,interior,combined,-1,P00,8.532593552455129,0.3744297279619702,0.48117724159241476,0.18016706367093904,0.028005459504025415,0.044552891209241635,False,False,P01,y_neighbor,5.024796263128393,21.35366553156573,21.936900627024034
517,k6_supported_scene,421023,6,0.5,interior,combined,-1,P00,8.532593552455129,0.3744297279619702,0.48117724159241476,0.18016706367093904,0.028005459504025415,0.044552891209241635,False,False,P11,diagonal,20.245876779005826,16.744221038697244,26.272884591217593
520,k6_supported_scene,421023,6,0.5,interior,task,0,P00,8.536677920762376,0.37425370115636214,0.5616959130969698,0.2102167744009433,0.03259293062150062,0.051909356997593165,False,False,P00,self,0.5290373674986244,23.2025299596056,23.208560426329882
520,k6_supported_scene,421023,6,0.5,interior,task,0,P00,8.536677920762376,0.37425370115636214,0.5616959130969698,0.2102167744009433,0.03259293062150062,0.051909356997593165,False,False,P10,x_neighbor,-19.090017583963718,4.251792733161491,19.55777371793141
520,k6_supported_scene,421023,6,0.5,interior,task,0,P00,8.536677920762376,0.37425370115636214,0.5616959130969698,0.2102167744009433,0.03259293062150062,0.051909356997593165,False,False,P01,y_neighbor,20.33480082467591,-0.46365062944784907,20.34008595078761
520,k6_supported_scene,421023,6,0.5,interior,task,0,P00,8.536677920762376,0.37425370115636214,0.5616959130969698,0.2102167744009433,0.03259293062150062,0.051909356997593165,False,False,P11,diagonal,15.191963357420995,11.898682278547449,19.29700470588742
523,k6_supported_scene,421023,6,0.5,interior,task,1,P01,8.29520716290683,0.3848040567216081,0.5034812698764705,0.1937416351318126,0.03452687792745568,0.051841333408692986,False,False,P00,y_neighbor,14.667767431097031,14.931429854686439,20.930623471797784
523,k6_supported_scene,421023,6,0.5,interior,task,1,P01,8.29520716290683,0.3848040567216081,0.5034812698764705,0.1937416351318126,0.03452687792745568,0.051841333408692986,False,False,P10,diagonal,17.650130593889248,9.637299258371955,20.10981469275045
523,k6_supported_scene,421023,6,0.5,interior,task,1,P01,8.29520716290683,0.3848040567216081,0.5034812698764705,0.1937416351318126,0.03452687792745568,0.051841333408692986,False,False,P01,self,-14.474530298179578,17.32033501304366,22.57224030345647
523,k6_supported_scene,421023,6,0.5,interior,task,1,P01,8.29520716290683,0.3848040567216081,0.5034812698764705,0.1937416351318126,0.03452687792745568,0.051841333408692986,False,False,P11,x_neighbor,-7.664223212755954,24.4784834564108,25.650272313968216
526,k6_supported_scene,421023,6,0.5,interior,task,2,P10,6.160006183434624,0.4920391854014744,0.3691857159137726,0.1816538389200728,0.06490706473133352,0.07760316690027039,False,False,P00,x_neighbor,-17.646104792596127,9.198245967362801,19.899566408024825
526,k6_supported_scene,421023,6,0.5,interior,task,2,P10,6.160006183434624,0.4920391854014744,0.3691857159137726,0.1816538389200728,0.06490706473133352,0.07760316690027039,False,False,P10,self,-5.299106552813442,16.838713567658598,17.65284126909094
526,k6_supported_scene,421023,6,0.5,interior,task,2,P10,6.160006183434624,0.4920391854014744,0.3691857159137726,0.1816538389200728,0.06490706473133352,0.07760316690027039,False,False,P01,diagonal,-8.671265579343876,27.554259553838637,28.886468567615218
526,k6_supported_scene,421023,6,0.5,interior,task,2,P10,6.160006183434624,0.4920391854014744,0.3691857159137726,0.1816538389200728,0.06490706473133352,0.07760316690027039,False,False,P11,y_neighbor,23.925735039930835,13.10909558060805,27.281663881488086
529,k6_supported_scene,421023,6,0.5,interior,task,3,P00,4.583191132386894,0.5899842844344988,0.3812722394542596,0.22494462936916024,0.10437576084230282,0.11748751218487435,False,False,P00,self,-2.6029132834865902,14.490312744413918,14.722238993858078
529,k6_supported_scene,421023,6,0.5,interior,task,3,P00,4.583191132386894,0.5899842844344988,0.3812722394542596,0.22494462936916024,0.10437576084230282,0.11748751218487435,False,False,P10,x_neighbor,-13.33836635493165,16.88414607420114,21.51711889806194
529,k6_supported_scene,421023,6,0.5,interior,task,3,P00,4.583191132386894,0.5899842844344988,0.3812722394542596,0.22494462936916024,0.10437576084230282,0.11748751218487435,False,False,P01,y_neighbor,13.551749091561046,10.70579426042462,17.270319458167716
529,k6_supported_scene,421023,6,0.5,interior,task,3,P00,4.583191132386894,0.5899842844344988,0.3812722394542596,0.22494462936916024,0.10437576084230282,0.11748751218487435,False,False,P11,diagonal,17.77278561011133,14.04038584915753,22.649599182683197
532,k6_supported_scene,421023,6,0.5,interior,task,4,P10,6.266008236215406,0.4860708626132526,0.35048764529353965,0.17036183208311853,0.05952790699544058,0.0715809923716803,False,False,P00,x_neighbor,-0.6597809229141445,-21.860297027173456,21.8702514156214
532,k6_supported_scene,421023,6,0.5,interior,task,4,P10,6.266008236215406,0.4860708626132526,0.35048764529353965,0.17036183208311853,0.05952790699544058,0.0715809923716803,False,False,P10,self,17.828294103833645,1.2142356374328924,17.869595374154436
532,k6_supported_scene,421023,6,0.5,interior,task,4,P10,6.266008236215406,0.4860708626132526,0.35048764529353965,0.17036183208311853,0.05952790699544058,0.0715809923716803,False,False,P01,diagonal,24.564916351838498,-11.054734740168376,26.937748152885902
532,k6_supported_scene,421023,6,0.5,interior,task,4,P10,6.266008236215406,0.4860708626132526,0.35048764529353965,0.17036183208311853,0.05952790699544058,0.0715809923716803,False,False,P11,y_neighbor,25.97519696558429,20.0370131387413,32.80537689042744
535,k6_supported_scene,421023,6,0.5,interior,task,5,P10,6.522380685078594,0.47193367288733906,0.46320278499268225,0.21860099161324095,0.07212340970222733,0.08805270931948753,False,False,P00,x_neighbor,-14.011347322901962,-5.99106336656926,15.238461013673268
535,k6_supported_scene,421023,6,0.5,interior,task,5,P10,6.522380685078594,0.47193367288733906,0.46320278499268225,0.21860099161324095,0.07212340970222733,0.08805270931948753,False,False,P10,self,3.385321045942429,18.09087496011653,18.404894876273325
535,k6_supported_scene,421023,6,0.5,interior,task,5,P10,6.522380685078594,0.47193367288733906,0.46320278499268225,0.21860099161324095,0.07212340970222733,0.08805270931948753,False,False,P01,diagonal,-17.832624497646307,-7.624989882449614,19.39440556401547
535,k6_supported_scene,421023,6,0.5,interior,task,5,P10,6.522380685078594,0.47193367288733906,0.46320278499268225,0.21860099161324095,0.07212340970222733,0.08805270931948753,False,False,P11,y_neighbor,20.73782189022902,14.199960996593946,25.133566182610284
544,k6_supported_scene,421024,6,0.5,corner,task,1,P10,7.478811133306569,0.4227264702883668,0.5800701221569422,0.24521099525914591,0.0617767163963418,0.08172502213678468,False,False,P00,x_neighbor,-0.0,0.0,0.0
544,k6_supported_scene,421024,6,0.5,corner,task,1,P10,7.478811133306569,0.4227264702883668,0.5800701221569422,0.24521099525914591,0.0617767163963418,0.08172502213678468,False,False,P10,self,18.905379805596723,8.048499831374738,20.54730481424519
544,k6_supported_scene,421024,6,0.5,corner,task,1,P10,7.478811133306569,0.4227264702883668,0.5800701221569422,0.24521099525914591,0.0617767163963418,0.08172502213678468,False,False,P01,diagonal,-0.0,0.0,0.0
544,k6_supported_scene,421024,6,0.5,corner,task,1,P10,7.478811133306569,0.4227264702883668,0.5800701221569422,0.24521099525914591,0.0617767163963418,0.08172502213678468,False,False,P11,y_neighbor,10.78043117365729,26.764082999414256,28.853662420730874
547,k6_supported_scene,421024,6,0.5,corner,task,2,P11,8.912431497081355,0.35840860260134,0.6634871400564832,0.23779949871160372,0.02798644263064115,0.05080341564673768,False,False,P00,diagonal,-0.0,-0.0,0.0
547,k6_supported_scene,421024,6,0.5,corner,task,2,P11,8.912431497081355,0.35840860260134,0.6634871400564832,0.23779949871160372,0.02798644263064115,0.05080341564673768,False,False,P10,y_neighbor,8.325142525189138,26.029453041634298,27.328381285970043
547,k6_supported_scene,421024,6,0.5,corner,task,2,P11,8.912431497081355,0.35840860260134,0.6634871400564832,0.23779949871160372,0.02798644263064115,0.05080341564673768,False,False,P01,x_neighbor,-0.0,-0.0,0.0
547,k6_supported_scene,421024,6,0.5,corner,task,2,P11,8.912431497081355,0.35840860260134,0.6634871400564832,0.23779949871160372,0.02798644263064115,0.05080341564673768,False,False,P11,self,22.526703591739018,8.93663988469485,24.234601443778406
550,k6_supported_scene,421024,6,0.5,corner,task,3,P11,7.669778461014264,0.41353386164992834,0.3786328613486378,0.15657750930106407,0.0368432854162212,0.04986426993698194,False,False,P00,diagonal,-0.0,-0.0,0.0
550,k6_supported_scene,421024,6,0.5,corner,task,3,P11,7.669778461014264,0.41353386164992834,0.3786328613486378,0.15657750930106407,0.0368432854162212,0.04986426993698194,False,False,P10,y_neighbor,23.685502857284934,45.5535564270929,51.34325222226179
550,k6_supported_scene,421024,6,0.5,corner,task,3,P11,7.669778461014264,0.41353386164992834,0.3786328613486378,0.15657750930106407,0.0368432854162212,0.04986426993698194,False,False,P01,x_neighbor,-0.0,-0.0,0.0
550,k6_supported_scene,421024,6,0.5,corner,task,3,P11,7.669778461014264,0.41353386164992834,0.3786328613486378,0.15657750930106407,0.0368432854162212,0.04986426993698194,False,False,P11,self,-3.862683595354478,-20.64582696042635,21.004059022905263
553,k6_supported_scene,421024,6,0.5,corner,task,4,P10,3.3528485978529474,0.6797630754197984,0.3734668764795558,0.25386899252316886,0.13576839649275257,0.14861172551690585,False,False,P00,x_neighbor,0.0,-0.0,0.0
553,k6_supported_scene,421024,6,0.5,corner,task,4,P10,3.3528485978529474,0.6797630754197984,0.3734668764795558,0.25386899252316886,0.13576839649275257,0.14861172551690585,False,False,P10,self,10.206002094148365,7.688314725301186,12.77781914338452
553,k6_supported_scene,421024,6,0.5,corner,task,4,P10,3.3528485978529474,0.6797630754197984,0.3734668764795558,0.25386899252316886,0.13576839649275257,0.14861172551690585,False,False,P01,diagonal,0.0,-0.0,0.0
553,k6_supported_scene,421024,6,0.5,corner,task,4,P10,3.3528485978529474,0.6797630754197984,0.3734668764795558,0.25386899252316886,0.13576839649275257,0.14861172551690585,False,False,P11,y_neighbor,16.112687740680872,27.3443003092413,31.738454052311077
562,k6_supported_scene,421024,6,0.5,edge,task,0,P10,3.682916326251198,0.6544164139419554,0.37693036131645175,0.24666941535855788,0.1274735692555368,0.1404360056975948,False,False,P00,x_neighbor,-9.6332293818894,1.130177992532474,9.699299491143778
562,k6_supported_scene,421024,6,0.5,edge,task,0,P10,3.682916326251198,0.6544164139419554,0.37693036131645175,0.24666941535855788,0.1274735692555368,0.1404360056975948,False,False,P10,self,11.587027682101102,-6.473487494190388,13.27272582566281
562,k6_supported_scene,421024,6,0.5,edge,task,0,P10,3.682916326251198,0.6544164139419554,0.37693036131645175,0.24666941535855788,0.1274735692555368,0.1404360056975948,False,False,P01,diagonal,-0.0,-0.0,0.0
562,k6_supported_scene,421024,6,0.5,edge,task,0,P10,3.682916326251198,0.6544164139419554,0.37693036131645175,0.24666941535855788,0.1274735692555368,0.1404360056975948,False,False,P11,y_neighbor,12.450073770913212,28.542711687057885,31.139857535828448
571,k6_supported_scene,421024,6,0.5,edge,task,3,P10,5.974055198606153,0.5026865207989534,0.29010069746243966,0.14582971028874359,0.05409181481026973,0.06406822488113827,False,False,P00,x_neighbor,9.766521477242897,27.81079048715681,29.475837719833827
571,k6_supported_scene,421024,6,0.5,edge,task,3,P10,5.974055198606153,0.5026865207989534,0.29010069746243966,0.14582971028874359,0.05409181481026973,0.06406822488113827,False,False,P10,self,-16.736098467497325,-4.297061181784599,17.278938819087426
571,k6_supported_scene,421024,6,0.5,edge,task,3,P10,5.974055198606153,0.5026865207989534,0.29010069746243966,0.14582971028874359,0.05409181481026973,0.06406822488113827,False,False,P01,diagonal,-0.0,-0.0,0.0
571,k6_supported_scene,421024,6,0.5,edge,task,3,P10,5.974055198606153,0.5026865207989534,0.29010069746243966,0.14582971028874359,0.05409181481026973,0.06406822488113827,False,False,P11,y_neighbor,11.575544285029514,47.394470344377076,48.78759109362459
574,k6_supported_scene,421024,6,0.5,edge,task,4,P11,8.57126018186782,0.3727665986251969,0.6641841349933179,0.2475856608622777,0.037552195629514895,0.060393137934096425,False,False,P00,diagonal,13.912636241973878,-10.23232647406305,17.27026207888278
574,k6_supported_scene,421024,6,0.5,edge,task,4,P11,8.57126018186782,0.3727665986251969,0.6641841349933179,0.2475856608622777,0.037552195629514895,0.060393137934096425,False,False,P10,y_neighbor,11.694086857109383,15.900155412391726,19.737441819035926
574,k6_supported_scene,421024,6,0.5,edge,task,4,P11,8.57126018186782,0.3727665986251969,0.6641841349933179,0.2475856608622777,0.037552195629514895,0.060393137934096425,False,False,P01,x_neighbor,0.0,-0.0,0.0
574,k6_supported_scene,421024,6,0.5,edge,task,4,P11,8.57126018186782,0.3727665986251969,0.6641841349933179,0.2475856608622777,0.037552195629514895,0.060393137934096425,False,False,P11,self,13.805520280750665,18.77101761094024,23.301147876712996
577,k6_supported_scene,421024,6,0.5,edge,task,5,P11,8.871984712559986,0.3600814629276691,0.4441019328151696,0.15991287365709167,0.01947551155919075,0.03474794293830896,False,False,P00,diagonal,45.92491643462187,-8.671371089735391,46.73639509100911
577,k6_supported_scene,421024,6,0.5,edge,task,5,P11,8.871984712559986,0.3600814629276691,0.4441019328151696,0.15991287365709167,0.01947551155919075,0.03474794293830896,False,False,P10,y_neighbor,11.208021084873586,7.647745964840197,13.568631286231502
577,k6_supported_scene,421024,6,0.5,edge,task,5,P11,8.871984712559986,0.3600814629276691,0.4441019328151696,0.15991287365709167,0.01947551155919075,0.03474794293830896,False,False,P01,x_neighbor,-0.0,0.0,0.0
577,k6_supported_scene,421024,6,0.5,edge,task,5,P11,8.871984712559986,0.3600814629276691,0.4441019328151696,0.15991287365709167,0.01947551155919075,0.03474794293830896,False,False,P11,self,16.890064863651308,17.221997787221348,24.122012745237605
580,k6_supported_scene,421024,6,0.5,interior,combined,-1,P11,8.310375054118115,0.3841326720866962,0.5399635004748282,0.2074176222666818,0.03666617078089507,0.05523523094227564,False,False,P00,diagonal,10.463601417895694,19.510684035208538,22.13941612044749
580,k6_supported_scene,421024,6,0.5,interior,combined,-1,P11,8.310375054118115,0.3841326720866962,0.5399635004748282,0.2074176222666818,0.03666617078089507,0.05523523094227564,False,False,P10,y_neighbor,16.419396859205776,21.967893007002598,27.425989797766828
580,k6_supported_scene,421024,6,0.5,interior,combined,-1,P11,8.310375054118115,0.3841326720866962,0.5399635004748282,0.2074176222666818,0.03666617078089507,0.05523523094227564,False,False,P01,x_neighbor,0.0,-0.0,0.0
580,k6_supported_scene,421024,6,0.5,interior,combined,-1,P11,8.310375054118115,0.3841326720866962,0.5399635004748282,0.2074176222666818,0.03666617078089507,0.05523523094227564,False,False,P11,self,19.2393227716553,11.880112407893531,22.611691921130536
583,k6_supported_scene,421024,6,0.5,interior,task,0,P10,9.566310320891468,0.33241796305189175,0.6229926581185158,0.2070939504080406,0.010086373886330685,0.03151076301361097,False,False,P00,x_neighbor,-16.779490449791577,19.57924176547491,25.785616297958903
583,k6_supported_scene,421024,6,0.5,interior,task,0,P10,9.566310320891468,0.33241796305189175,0.6229926581185158,0.2070939504080406,0.010086373886330685,0.03151076301361097,False,False,P10,self,-18.866029626926952,18.078154862333186,26.12942320661875
583,k6_supported_scene,421024,6,0.5,interior,task,0,P10,9.566310320891468,0.33241796305189175,0.6229926581185158,0.2070939504080406,0.010086373886330685,0.03151076301361097,False,False,P01,diagonal,0.0,-0.0,0.0
583,k6_supported_scene,421024,6,0.5,interior,task,0,P10,9.566310320891468,0.33241796305189175,0.6229926581185158,0.2070939504080406,0.010086373886330685,0.03151076301361097,False,False,P11,y_neighbor,16.621983989583732,11.626610662924607,20.284684549117596
586,k6_supported_scene,421024,6,0.5,interior,task,1,P11,9.210566014056022,0.34631531631281015,0.4476132967727579,0.15501534045767743,0.013467587579796297,0.02886077291454231,False,False,P00,diagonal,28.70425749806335,15.939906080477188,32.83313881385025
586,k6_supported_scene,421024,6,0.5,interior,task,1,P11,9.210566014056022,0.34631531631281015,0.4476132967727579,0.15501534045767743,0.013467587579796297,0.02886077291454231,False,False,P10,y_neighbor,36.03864206061617,11.566631046884025,37.849315388101196
586,k6_supported_scene,421024,6,0.5,interior,task,1,P11,9.210566014056022,0.34631531631281015,0.4476132967727579,0.15501534045767743,0.013467587579796297,0.02886077291454231,False,False,P01,x_neighbor,0.0,-0.0,0.0
586,k6_supported_scene,421024,6,0.5,interior,task,1,P11,9.210566014056022,0.34631531631281015,0.4476132967727579,0.15501534045767743,0.013467587579796297,0.02886077291454231,False,False,P11,self,-12.176318263315778,21.926863524307937,25.080870608158385
589,k6_supported_scene,421024,6,0.5,interior,task,2,P10,8.069747722250915,0.3949231695478358,0.5878714323043823,0.23216404933227267,0.04626277958953906,0.06647936827380688,False,False,P00,x_neighbor,-23.823147126832804,1.7845646022842572,23.8898934666199
589,k6_supported_scene,421024,6,0.5,interior,task,2,P10,8.069747722250915,0.3949231695478358,0.5878714323043823,0.23216404933227267,0.04626277958953906,0.06647936827380688,False,False,P10,self,-0.5147319422515186,21.987847922606054,21.993871992898963
589,k6_supported_scene,421024,6,0.5,interior,task,2,P10,8.069747722250915,0.3949231695478358,0.5878714323043823,0.23216404933227267,0.04626277958953906,0.06647936827380688,False,False,P01,diagonal,-0.0,0.0,0.0
589,k6_supported_scene,421024,6,0.5,interior,task,2,P10,8.069747722250915,0.3949231695478358,0.5878714323043823,0.23216404933227267,0.04626277958953906,0.06647936827380688,False,False,P11,y_neighbor,18.575938526039078,0.4348596984256231,18.58102782626671
592,k6_supported_scene,421024,6,0.5,interior,task,3,P10,6.54556280308752,0.47067578959990225,0.4804566490106842,0.22613931264162693,0.07420557985704226,0.09072823076320405,False,False,P00,x_neighbor,-2.6855552143858823,20.586412585851534,20.760842708436037
592,k6_supported_scene,421024,6,0.5,interior,task,3,P10,6.54556280308752,0.47067578959990225,0.4804566490106842,0.22613931264162693,0.07420557985704226,0.09072823076320405,False,False,P10,self,-9.208184574950412,15.992575807930148,18.45408204541064
592,k6_supported_scene,421024,6,0.5,interior,task,3,P10,6.54556280308752,0.47067578959990225,0.4804566490106842,0.22613931264162693,0.07420557985704226,0.09072823076320405,False,False,P01,diagonal,0.0,-0.0,0.0
592,k6_supported_scene,421024,6,0.5,interior,task,3,P10,6.54556280308752,0.47067578959990225,0.4804566490106842,0.22613931264162693,0.07420557985704226,0.09072823076320405,False,False,P11,y_neighbor,11.760973693814337,23.77815429748702,26.527742535347652
595,k6_supported_scene,421024,6,0.5,interior,task,4,P00,8.027154020180962,0.3968645424947779,0.2775127572801132,0.11013497345443647,0.02237773417857329,0.031921251621795835,False,False,P00,self,-8.045994801217546,20.353656809503594,21.886282869877007
595,k6_supported_scene,421024,6,0.5,interior,task,4,P00,8.027154020180962,0.3968645424947779,0.2775127572801132,0.11013497345443647,0.02237773417857329,0.031921251621795835,False,False,P10,x_neighbor,-48.09011605678136,20.84099030509081,52.41188929290366
595,k6_supported_scene,421024,6,0.5,interior,task,4,P00,8.027154020180962,0.3968645424947779,0.2775127572801132,0.11013497345443647,0.02237773417857329,0.031921251621795835,False,False,P01,y_neighbor,-0.0,0.0,0.0
595,k6_supported_scene,421024,6,0.5,interior,task,4,P00,8.027154020180962,0.3968645424947779,0.2775127572801132,0.11013497345443647,0.02237773417857329,0.031921251621795835,False,False,P11,diagonal,-53.83065943872013,-9.801480573901229,54.71570996567652
598,k6_supported_scene,421024,6,0.5,interior,task,5,P11,8.389178769375626,0.38066334673220076,0.5080373888064063,0.19339121268813486,0.0327356841728573,0.05020682218252104,False,False,P00,diagonal,10.258393139642308,22.212872325130437,24.467250085369344
598,k6_supported_scene,421024,6,0.5,interior,task,5,P11,8.389178769375626,0.38066334673220076,0.5080373888064063,0.19339121268813486,0.0327356841728573,0.05020682218252104,False,False,P10,y_neighbor,15.169662326485318,25.842079287041116,29.9655087888944
598,k6_supported_scene,421024,6,0.5,interior,task,5,P11,8.389178769375626,0.38066334673220076,0.5080373888064063,0.19339121268813486,0.0327356841728573,0.05020682218252104,False,False,P01,x_neighbor,0.0,-0.0,0.0
598,k6_supported_scene,421024,6,0.5,interior,task,5,P11,8.389178769375626,0.38066334673220076,0.5080373888064063,0.19339121268813486,0.0327356841728573,0.05020682218252104,False,False,P11,self,22.082325287394777,5.746446811130428,22.817772482244315
601,k6_supported_scene,421025,6,0.5,corner,combined,-1,P10,-6.03168169436319,2.002553302845709,0.12552909798424364,0.2513787097715899,0.21168292354592377,0.21599980305800834,False,False,P00,x_neighbor,-7.6987623619914975,7.209640872558045,10.547505080239423
601,k6_supported_scene,421025,6,0.5,corner,combined,-1,P10,-6.03168169436319,2.002553302845709,0.12552909798424364,0.2513787097715899,0.21168292354592377,0.21599980305800834,False,False,P10,self,2.417814698681246,3.601010354192595,4.337407461625132
601,k6_supported_scene,421025,6,0.5,corner,combined,-1,P10,-6.03168169436319,2.002553302845709,0.12552909798424364,0.2513787097715899,0.21168292354592377,0.21599980305800834,False,False,P01,diagonal,19.170970407330024,6.073036520840267,20.10989505050146
601,k6_supported_scene,421025,6,0.5,corner,combined,-1,P10,-6.03168169436319,2.002553302845709,0.12552909798424364,0.2513787097715899,0.21168292354592377,0.21599980305800834,False,False,P11,y_neighbor,16.350798145013428,19.801279290179174,25.67954948021194
604,k6_supported_scene,421025,6,0.5,corner,task,0,P11,5.840418801852661,0.5104803858835358,0.41534674581625974,0.21202636707975514,0.08068219352791589,0.09496574918327692,False,False,P00,diagonal,-16.844557978261793,-18.41301309658745,24.955524133508476
604,k6_supported_scene,421025,6,0.5,corner,task,0,P11,5.840418801852661,0.5104803858835358,0.41534674581625974,0.21202636707975514,0.08068219352791589,0.09496574918327692,False,False,P10,y_neighbor,-2.8217767743084337,19.649406989077182,19.850985345478993
604,k6_supported_scene,421025,6,0.5,corner,task,0,P11,5.840418801852661,0.5104803858835358,0.41534674581625974,0.21202636707975514,0.08068219352791589,0.09496574918327692,False,False,P01,x_neighbor,-12.883909083288417,14.34818364702182,19.283814125714503
604,k6_supported_scene,421025,6,0.5,corner,task,0,P11,5.840418801852661,0.5104803858835358,0.41534674581625974,0.21202636707975514,0.08068219352791589,0.09496574918327692,False,False,P11,self,10.199082935758511,13.61959336795889,17.01512903974079
607,k6_supported_scene,421025,6,0.5,corner,task,1,P10,-5.615025875788512,1.9087598613296646,0.1289328783750534,0.2461019030480014,0.20532974695333758,0.20976368067889675,False,False,P00,x_neighbor,-9.937323077891078,13.204039708347397,16.525648385887962
607,k6_supported_scene,421025,6,0.5,corner,task,1,P10,-5.615025875788512,1.9087598613296646,0.1289328783750534,0.2461019030480014,0.20532974695333758,0.20976368067889675,False,False,P10,self,-4.127206882225272,1.916659849706708,4.5505408061202335
607,k6_supported_scene,421025,6,0.5,corner,task,1,P10,-5.615025875788512,1.9087598613296646,0.1289328783750534,0.2461019030480014,0.20532974695333758,0.20976368067889675,False,False,P01,diagonal,19.667488247288805,-6.881670185126539,20.83668588077535
607,k6_supported_scene,421025,6,0.5,corner,task,1,P10,-5.615025875788512,1.9087598613296646,0.1289328783750534,0.2461019030480014,0.20532974695333758,0.20976368067889675,False,False,P11,y_neighbor,11.559838652325357,19.59733999881435,22.75270543686891
610,k6_supported_scene,421025,6,0.5,corner,task,2,P00,1.4452076328990258,0.8467196104291925,0.21971168063250132,0.18603418863189466,0.11655525469767382,0.12411102358248781,False,False,P00,self,0.9702312514887946,10.212297858375273,10.258283298366335
610,k6_supported_scene,421025,6,0.5,corner,task,2,P00,1.4452076328990258,0.8467196104291925,0.21971168063250132,0.18603418863189466,0.11655525469767382,0.12411102358248781,False,False,P10,x_neighbor,-7.995672005841152,14.83540595964466,16.852894137579224
610,k6_supported_scene,421025,6,0.5,corner,task,2,P00,1.4452076328990258,0.8467196104291925,0.21971168063250132,0.18603418863189466,0.11655525469767382,0.12411102358248781,False,False,P01,y_neighbor,16.73914776032114,25.24013725397314,30.28635990576066
610,k6_supported_scene,421025,6,0.5,corner,task,2,P00,1.4452076328990258,0.8467196104291925,0.21971168063250132,0.18603418863189466,0.11655525469767382,0.12411102358248781,False,False,P11,diagonal,-8.676564106466772,28.251265838993987,29.553625601593048
613,k6_supported_scene,421025,6,0.5,corner,task,3,P10,5.875621367530151,0.5084156747318079,0.3693438552510514,0.1877802053755105,0.07098342313742415,0.08368496363481326,False,False,P00,x_neighbor,-23.197157398239174,7.344533637648463,24.332083464291177
613,k6_supported_scene,421025,6,0.5,corner,task,3,P10,5.875621367530151,0.5084156747318079,0.3693438552510514,0.1877802053755105,0.07098342313742415,0.08368496363481326,False,False,P10,self,-16.980450341875084,1.8802060703638823,17.084228653349232
613,k6_supported_scene,421025,6,0.5,corner,task,3,P10,5.875621367530151,0.5084156747318079,0.3693438552510514,0.1877802053755105,0.07098342313742415,0.08368496363481326,False,False,P01,diagonal,-8.189305244578321,12.583236230308987,15.013412484063666
613,k6_supported_scene,421025,6,0.5,corner,task,3,P10,5.875621367530151,0.5084156747318079,0.3693438552510514,0.1877802053755105,0.07098342313742415,0.08368496363481326,False,False,P11,y_neighbor,26.902092775476923,17.50817010001671,32.09764190640002
616,k6_supported_scene,421025,6,0.5,corner,task,4,P00,3.69596172262284,0.6534342792274297,0.23399656821930312,0.1529013788960724,0.07890516687247555,0.08695218551169816,False,False,P00,self,5.504859948221233,12.09924505549585,13.292675199615427
616,k6_supported_scene,421025,6,0.5,corner,task,4,P00,3.69596172262284,0.6534342792274297,0.23399656821930312,0.1529013788960724,0.07890516687247555,0.08695218551169816,False,False,P10,x_neighbor,1.4459191387568082,-22.6005739385077,22.64677956146915
616,k6_supported_scene,421025,6,0.5,corner,task,4,P00,3.69596172262284,0.6534342792274297,0.23399656821930312,0.1529013788960724,0.07890516687247555,0.08695218551169816,False,False,P01,y_neighbor,41.979424246798054,20.62061801029377,46.77052434193044
616,k6_supported_scene,421025,6,0.5,corner,task,4,P00,3.69596172262284,0.6534342792274297,0.23399656821930312,0.1529013788960724,0.07890516687247555,0.08695218551169816,False,False,P11,diagonal,9.37936572319571,16.187175113482297,18.70821048427666
619,k6_supported_scene,421025,6,0.5,corner,task,5,P10,3.523046009368257,0.6665729712200704,0.38958016940924867,0.2596836110515413,0.13648754439479333,0.14988500106932723,False,False,P00,x_neighbor,-14.697841071332126,14.04259455797361,20.327837909570402
619,k6_supported_scene,421025,6,0.5,corner,task,5,P10,3.523046009368257,0.6665729712200704,0.38958016940924867,0.2596836110515413,0.13648754439479333,0.14988500106932723,False,False,P10,self,-0.29700616819505254,13.027280578145339,13.030665828178876
619,k6_supported_scene,421025,6,0.5,corner,task,5,P10,3.523046009368257,0.6665729712200704,0.38958016940924867,0.2596836110515413,0.13648754439479333,0.14988500106932723,False,False,P01,diagonal,-10.277076972323886,-8.833767734254318,13.551891509225662
619,k6_supported_scene,421025,6,0.5,corner,task,5,P10,3.523046009368257,0.6665729712200704,0.38958016940924867,0.2596836110515413,0.13648754439479333,0.14988500106932723,False,False,P11,y_neighbor,6.783735289344391,17.494988298944303,18.76415945509136
