stimulus_index,stimulus_family,sample_index,k_value,ratio,window_role,source_type,task_index,worst_port,active_rl_db,worst_gamma_magnitude,source_port_magnitude,reflected_port_magnitude,required_b_reduction_for_10db,required_b_reduction_for_11db,stop_line_pass,design_line_pass,s_column_port,coupling_relation,d_active_rl_db_d_re_s,d_active_rl_db_d_im_s,jacobian_magnitude
138,old_285_replay,426110,4,0.699999988079071,edge,task,2,P10,8.206078481668982,0.3887729821398326,0.5412492396731473,0.21042308098864645,0.03926504306849499,0.05787831912318028,False,False,P11,y_neighbor,13.155395353117472,12.62022891161724,18.23004675469716
139,old_285_replay,426110,4,0.699999988079071,edge,task,3,P10,7.016536725291353,0.4458339777747495,0.5184293039976164,0.23113339879625217,0.06719165815542177,0.0850201686508329,False,False,P00,x_neighbor,-12.929466192753798,14.716769166061594,19.589650091737337
139,old_285_replay,426110,4,0.699999988079071,edge,task,3,P10,7.016536725291353,0.4458339777747495,0.5184293039976164,0.23113339879625217,0.06719165815542177,0.0850201686508329,False,False,P10,self,13.560743664733094,13.98813235533527,19.482341120383253
139,old_285_replay,426110,4,0.699999988079071,edge,task,3,P10,7.016536725291353,0.4458339777747495,0.5184293039976164,0.23113339879625217,0.06719165815542177,0.0850201686508329,False,False,P01,diagonal,-16.057529053162174,-0.09469307596297209,16.05780825865668
139,old_285_replay,426110,4,0.699999988079071,edge,task,3,P10,7.016536725291353,0.4458339777747495,0.5184293039976164,0.23113339879625217,0.06719165815542177,0.0850201686508329,False,False,P11,y_neighbor,0.33389898995124373,19.77225505807426,19.77507417475428
156,old_285_replay,426102,2,0.699999988079071,edge,combined,-1,P11,5.161153980837895,0.5520040968260775,0.4338570474899915,0.23949086765134137,0.10229322275292019,0.11721333792588301,False,False,P00,diagonal,-0.0,-0.0,0.0
156,old_285_replay,426102,2,0.699999988079071,edge,combined,-1,P11,5.161153980837895,0.5520040968260775,0.4338570474899915,0.23949086765134137,0.10229322275292019,0.11721333792588301,False,False,P10,y_neighbor,12.477834952838624,30.20075788407586,32.67693593167589
156,old_285_replay,426102,2,0.699999988079071,edge,combined,-1,P11,5.161153980837895,0.5520040968260775,0.4338570474899915,0.23949086765134137,0.10229322275292019,0.11721333792588301,False,False,P01,x_neighbor,-0.0,-0.0,0.0
156,old_285_replay,426102,2,0.699999988079071,edge,combined,-1,P11,5.161153980837895,0.5520040968260775,0.4338570474899915,0.23949086765134137,0.10229322275292019,0.11721333792588301,False,False,P11,self,15.501425123836459,2.702228749010026,15.735190532112549
158,old_285_replay,426102,2,0.699999988079071,edge,task,1,P10,8.872891279377521,0.3600438823360951,0.6654956509633638,0.23960763785063635,0.02915943485257047,0.05204547950004923,False,False,P00,x_neighbor,-0.0,-0.0,0.0
158,old_285_replay,426102,2,0.699999988079071,edge,task,1,P10,8.872891279377521,0.3600438823360951,0.6654956509633638,0.23960763785063635,0.02915943485257047,0.05204547950004923,False,False,P10,self,22.031165019157665,9.829585040259822,24.12453054807608
158,old_285_replay,426102,2,0.699999988079071,edge,task,1,P10,8.872891279377521,0.3600438823360951,0.6654956509633638,0.23960763785063635,0.02915943485257047,0.05204547950004923,False,False,P01,diagonal,-0.0,-0.0,0.0
