candidate_index,sample_index,scene_id,target_hash,boundary_type,boundary_side,variant_kind,parent_candidate_index,k,active_ratio,active_count,implementation_delta_norm,implementation_delta_max,task_mixing_amplitude,coherent_mode_amplitude,boundary_metric_code,nominal_eep_gate15,actual_basis_gate15,actual_basis_gate20,actual_basis_mainlobe_gate,predicted_hard_negative,nominal_psll_db,actual_basis_psll_db,nominal_nearest_iso_db,actual_basis_nearest_iso_db,nominal_local_iso_db,actual_basis_local_iso_db,actual_basis_pointing_error_deg,combined_worst_active_rl_db,combined_total_rl_db,task_significant_worst_active_rl_db,robust_active_gate,expected_hfss_case_count
59,200019,gate15_nearest_200019_40626854940e7572,40626854940e7572,nearest,outside,gate15_nearest_outside,10,2,0.65625,168,0.06380420178174973,0.08198826014995575,0.09,0.0,2,1,0,0,1,1,-10.966888427734375,-10.506942749023438,27.922935485839844,24.537471771240234,24.665267944335938,20.61341094970703,0.007828330786939189,8.228069216906418,11.581215347681244,9.283119946899077,0,3
60,200020,gate15_local_200020_1ca44285e40348d1,1ca44285e40348d1,local,control,nominal_control,12,4,0.70703125,181,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-8.939605712890625,-8.939605712890625,28.338279724121094,28.338279724121094,23.01642608642578,23.01642608642578,1.0000000000002647,10.081378705712996,12.277752416613597,10.025908588610013,1,5
61,200020,gate15_local_200020_1ca44285e40348d1,1ca44285e40348d1,local,inside,gate15_local_inside,12,4,0.70703125,181,0.12508952617645264,0.30067178606987,0.0,0.2492840557639782,3,1,1,0,1,0,-8.939605712890625,-8.964523315429688,28.338279724121094,28.338279724121094,23.01642608642578,15.607322692871094,1.0000699387414318,6.6354611785763185,12.28272623245634,7.643847853833058,0,5
62,200020,gate15_local_200020_1ca44285e40348d1,1ca44285e40348d1,local,outside,gate15_local_outside,12,4,0.70703125,181,0.14440159499645233,0.34709134697914124,0.0,0.28777001525034673,3,1,0,0,1,1,-8.939605712890625,-8.671646118164062,28.338279724121094,28.338279724121094,23.01642608642578,14.173667907714844,1.0000699387414318,6.177735530513964,12.280758119934013,6.577387562638713,0,5
63,200021,gate15_local_200021_65081b00a77309cd,65081b00a77309cd,local,control,nominal_control,13,4,0.75,192,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-5.654243469238281,-5.654243469238281,27.46344757080078,27.46344757080078,22.43476104736328,22.43476104736328,0.9999999999999002,10.005716021412425,13.406063987712892,10.006382045495144,1,5
64,200021,gate15_local_200021_65081b00a77309cd,65081b00a77309cd,local,inside,gate15_local_inside,13,4,0.75,192,0.1062125712633133,0.3255351483821869,0.0,0.2103470864925237,3,1,1,0,1,0,-5.654243469238281,-4.880455017089844,27.46344757080078,27.46344757080078,22.43476104736328,15.667228698730469,1.0000052734553915,7.17535378171391,13.28121596403803,2.5800395813142374,0,5
65,200021,gate15_local_200021_65081b00a77309cd,65081b00a77309cd,local,outside,gate15_local_outside,13,4,0.75,192,0.1275520771741867,0.39093950390815735,0.0,0.252608601586912,3,1,0,0,1,1,-5.654243469238281,-4.60089111328125,27.46344757080078,27.46344757080078,22.43476104736328,14.157203674316406,1.0000052734553915,6.495561643696728,13.247991887271835,0.33823628911585457,0,5
66,200022,gate15_local_200022_ef75f9fa410c53b5,ef75f9fa410c53b5,local,control,nominal_control,14,2,0.75390625,193,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-14.663475036621094,-14.663475036621094,29.840309143066406,29.840309143066406,26.020126342773438,26.020126342773438,0.0,10.037269316099326,12.225065407328232,10.027295565511874,1,3
67,200022,gate15_local_200022_ef75f9fa410c53b5,ef75f9fa410c53b5,local,inside,gate15_local_inside,14,2,0.75390625,193,0.12602432072162628,0.1802193969488144,0.0,0.1780744394373615,3,1,1,0,1,0,-14.663475036621094,-15.329788208007812,29.840309143066406,29.840309143066406,26.020126342773438,15.672470092773438,1.0000928677423209,7.391883975315357,12.172808298494289,8.044086687714415,0,3
68,200022,gate15_local_200022_ef75f9fa410c53b5,ef75f9fa410c53b5,local,outside,gate15_local_outside,14,2,0.75390625,193,0.14710824191570282,0.21037021279335022,0.0,0.20786636086414442,3,1,0,0,1,1,-14.663475036621094,-15.31463623046875,29.840309143066406,29.840309143066406,26.020126342773438,14.4571533203125,1.0000928677423209,6.725622179332914,12.15983439886897,7.580043223993483,0,3
69,200023,gate15_local_200023_9595b512bccdd33a,9595b512bccdd33a,local,control,nominal_control,0,4,0.4140625,106,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-5.2158203125,-5.2158203125,26.617225646972656,26.617225646972656,22.933975219726562,22.933975219726562,8.537736462515939e-07,10.024738792596875,10.863228119981937,10.06079513415611,1,5
70,200023,gate15_local_200023_9595b512bccdd33a,9595b512bccdd33a,local,inside,gate15_local_inside,0,4,0.4140625,106,0.05477958545088768,0.1369553506374359,0.0,0.10905241167947079,3,1,1,0,1,0,-5.2158203125,-5.263740539550781,26.617225646972656,26.617225646972656,22.933975219726562,15.431953430175781,0.010141383796127874,7.527962714868829,10.87043004898267,9.701181480524326,0,5
71,200023,gate15_local_200023_9595b512bccdd33a,9595b512bccdd33a,local,outside,gate15_local_outside,0,4,0.4140625,106,0.06265638768672943,0.15664824843406677,0.0,0.12473315061377378,3,1,0,0,1,1,-5.2158203125,-5.2432403564453125,26.617225646972656,26.617225646972656,22.933975219726562,14.697410583496094,0.010141383796127874,7.0240385933243985,10.870398832233164,9.534808487702723,0,5
72,200024,gate15_local_200024_9fe2eef57cf543d1,9fe2eef57cf543d1,local,control,nominal_control,1,2,0.4140625,106,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-10.79473876953125,-10.79473876953125,27.60293197631836,27.60293197631836,21.997882843017578,21.997882843017578,1.2074182697257333e-06,10.099892702099506,11.074822154194084,10.17612440941255,1,3
73,200024,gate15_local_200024_9fe2eef57cf543d1,9fe2eef57cf543d1,local,inside,gate15_local_inside,1,2,0.4140625,106,0.16354699432849884,0.2952275276184082,0.0,0.23127269598506056,3,1,1,0,1,0,-10.79473876953125,-9.923591613769531,27.60293197631836,27.602928161621094,21.997882843017578,15.491203308105469,0.9999947977399132,-0.4439410842910858,10.930854840116496,4.2865690923712405,0,3
74,200024,gate15_local_200024_9fe2eef57cf543d1,9fe2eef57cf543d1,local,outside,gate15_local_outside,1,2,0.4140625,106,0.17847661674022675,0.32217782735824585,0.0,0.25238472632394576,3,1,0,0,1,1,-10.79473876953125,-9.832115173339844,27.60293197631836,27.602916717529297,21.997882843017578,14.56549072265625,0.9999947977399132,-0.06887588822954287,10.911875780807215,3.6315904415730573,0,3
75,200025,gate15_local_200025_6ada1fe89e2de65f,6ada1fe89e2de65f,local,control,nominal_control,2,2,0.3984375,102,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-6.757484436035156,-6.757484436035156,27.086658477783203,27.086658477783203,24.983352661132812,24.983352661132812,0.9999999999995357,10.065925854586226,10.511246175500297,10.07281839344338,1,3
76,200025,gate15_local_200025_6ada1fe89e2de65f,6ada1fe89e2de65f,local,inside,gate15_local_inside,2,2,0.3984375,102,0.2438240498304367,0.32225170731544495,0.0,0.349726731142885,3,1,1,0,1,0,-6.757484436035156,-4.658103942871094,27.086658477783203,27.086658477783203,24.983352661132812,15.523757934570312,0.012616820275447032,7.105490644315048,10.245452756853119,4.007937793214557,0,3
77,200025,gate15_local_200025_6ada1fe89e2de65f,6ada1fe89e2de65f,local,outside,gate15_local_outside,2,2,0.3984375,102,0.278883695602417,0.36858856678009033,0.0,0.40001423496735217,3,1,0,0,1,1,-6.757484436035156,-4.3167724609375,27.086658477783203,27.086658477783203,24.983352661132812,14.566879272460938,1.0000381276973247,6.423533815725979,10.1807816931849,2.494923896295109,0,3
78,200026,gate15_local_200026_aedc244a701cd30d,aedc244a701cd30d,local,control,nominal_control,3,4,0.50390625,129,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-8.619583129882812,-8.619583129882812,28.86688995361328,28.86688995361328,24.128616333007812,24.128616333007812,1.0000000000002647,10.066435620420638,10.62438159075841,10.01157552576345,1,5
79,200026,gate15_local_200026_aedc244a701cd30d,aedc244a701cd30d,local,inside,gate15_local_inside,3,4,0.50390625,129,0.06294907629489899,0.1336890459060669,0.0,0.128607330702985,3,1,1,0,1,0,-8.619583129882812,-8.712944030761719,28.86688995361328,28.86688995361328,24.128616333007812,15.414360046386719,1.0192307677651797,8.779040857879485,10.724207929411833,8.874392583242388,0,5
80,200026,gate15_local_200026_aedc244a701cd30d,aedc244a701cd30d,local,outside,gate15_local_outside,3,4,0.50390625,129,0.07700876891613007,0.16354849934577942,0.0,0.15733181065695118,3,1,0,0,1,1,-8.619583129882812,-8.708778381347656,28.86688995361328,28.866893768310547,24.128616333007812,14.086524963378906,1.0192307677651797,8.462656997949354,10.741831010106122,8.46358246730653,0,5
81,200027,gate15_local_200027_c3d793a35c43d036,c3d793a35c43d036,local,control,nominal_control,4,2,0.49609375,127,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-9.994918823242188,-9.994918823242188,28.994747161865234,28.994747161865234,22.980743408203125,22.980743408203125,8.537736462515939e-07,10.055444492054946,11.178864379675918,10.21741094108576,1,3
82,200027,gate15_local_200027_c3d793a35c43d036,c3d793a35c43d036,local,inside,gate15_local_inside,4,2,0.49609375,127,0.1544898897409439,0.20488932728767395,0.0,0.2193116564766162,3,1,1,0,1,0,-9.994918823242188,-9.371391296386719,28.994747161865234,28.994762420654297,22.980743408203125,15.372909545898438,0.9999624033826425,8.039605504036942,11.18505534162976,3.499785109068261,0,3
83,200027,gate15_local_200027_c3d793a35c43d036,c3d793a35c43d036,local,outside,gate15_local_outside,4,2,0.49609375,127,0.18269550800323486,0.242296501994133,0.0,0.25935195890388224,3,1,0,0,1,1,-9.994918823242188,-9.227333068847656,28.994747161865234,28.99474334716797,22.980743408203125,14.193939208984375,0.9999624033826425,7.462625464714378,11.178016056421605,1.808408946347552,0,3
84,200028,gate15_local_200028_647491738202fbf1,647491738202fbf1,local,control,nominal_control,7,4,0.59375,152,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-6.8790283203125,-6.8790283203125,27.16595458984375,27.16595458984375,23.273845672607422,23.273845672607422,1.0000000000002647,10.03773605782695,11.29958863192029,10.011706571522584,1,5
85,200028,gate15_local_200028_647491738202fbf1,647491738202fbf1,local,inside,gate15_local_inside,7,4,0.59375,152,0.21840694546699524,0.6611341834068298,0.0,0.4352504235266132,3,1,1,0,1,0,-6.8790283203125,-3.1610946655273438,27.16595458984375,27.16595458984375,23.273845672607422,15.225334167480469,0.9999262089144234,-1.5437826754340027,10.967247082502343,-6.062413227124245,0,5
86,200028,gate15_local_200028_647491738202fbf1,647491738202fbf1,local,outside,gate15_local_outside,7,4,0.59375,152,0.23667672276496887,0.7164381742477417,0.0,0.47165920420184326,3,1,0,0,1,1,-6.8790283203125,-2.906158447265625,27.16595458984375,27.16595458984375,23.273845672607422,14.474456787109375,0.9999262089144234,-1.0316193249881824,10.929035633481856,-8.375626670715041,0,5
87,200029,gate15_local_200029_5e36773798f520de,5e36773798f520de,local,control,nominal_control,8,2,0.5625,144,0.0,0.0,0.0,0.0,0,1,1,1,1,0,-11.305030822753906,-11.305030822753906,28.491127014160156,28.491127014160156,24.3226318359375,24.3226318359375,0.2789695098888165,10.075178974105587,11.222335185533293,10.036398070260573,1,3
88,200029,gate15_local_200029_5e36773798f520de,5e36773798f520de,local,inside,gate15_local_inside,8,2,0.5625,144,0.16068831086158752,0.21707433462142944,0.0,0.22912103698988115,3,1,1,0,1,0,-11.305030822753906,-10.755714416503906,28.491127014160156,28.491127014160156,24.3226318359375,16.187950134277344,1.0000848162949016,9.051724744387231,11.084079279672792,7.739511132603857,0,3
89,200029,gate15_local_200029_5e36773798f520de,5e36773798f520de,local,outside,gate15_local_outside,8,2,0.5625,144,0.18371856212615967,0.24818596243858337,0.0,0.26195923121644393,3,1,0,0,1,1,-11.305030822753906,-10.401168823242188,28.491127014160156,28.491127014160156,24.3226318359375,14.730850219726562,1.0000848162949016,9.017544778327595,11.05838846907475,6.915031859967019,0,3
