trial,active_rl_min_db,total_rl_min_db,passive_rl_min_db,integrated_vs_target_max_abs_delta_s,joint_gate_pass
94,12.526459408615764,13.001815188948632,14.813338168310006,0.042868688386798894,1
95,12.566207563531117,13.108855788647158,14.801992334335939,0.04132506816876121,1
96,12.520387093973236,13.037167836287782,14.833367452802822,0.04148994812681264,1
97,12.46097580451792,13.089468366090317,14.770422271763152,0.038277424278156696,1
98,12.416508488552171,13.074188320989501,14.695625928873817,0.0395407153248028,1
99,12.57343358397047,13.034168446820098,14.831734185550296,0.04027250455366796,1
100,12.361365736827283,13.064878799315565,14.690265462300523,0.040119643270995556,1
101,12.57426732638993,13.051967062318726,14.775730963714066,0.03843959182331438,1
102,12.502037848466363,13.007434181064028,14.760471905324952,0.039667602658723725,1
103,12.375992956859811,13.024142464166426,14.660252376801555,0.040363004671405654,1
104,12.532997057837136,13.035981013631286,14.758485260134727,0.04359907854628849,1
105,12.481944855836108,13.061778509684467,14.909259757932842,0.03855704866649858,1
106,12.486742468577614,13.057411568726492,14.737758444456519,0.03854963614960849,1
107,12.465306075457477,13.008999346936045,14.763698972553572,0.03823479521157831,1
108,12.507229764068136,13.083588640082107,14.769683871918168,0.04151707809694725,1
109,12.504621557040668,13.01451779940834,14.83796926690629,0.039010251562817615,1
110,12.536486639637749,13.067853091090848,14.786449888449802,0.0391090294064937,1
111,12.38489276007148,13.075957555382523,14.718028629263593,0.03885965713692433,1
112,12.513961294026563,13.063002336755131,14.850208629765634,0.038952776782234834,1
113,12.420728011328483,13.043942554774915,14.767576500755421,0.039215835423265656,1
114,12.622839428256436,13.091501786363573,14.877708924530562,0.04023256356675587,1
115,12.526152330213831,13.06678929566887,14.820542102751933,0.039294179888398006,1
116,12.480784323125008,13.026063517096159,14.766015727850117,0.04110374519085181,1
117,12.357544904728305,13.091237902016541,14.751314114166812,0.04019252986592835,1
118,12.516731146903146,13.068831100823733,14.724621734457603,0.039523002556188375,1
119,12.526989597427779,13.075627398307283,14.820214209512416,0.03891920399372731,1
120,12.446887016143558,13.080001248685784,14.746496571062817,0.04012556373465793,1
121,12.538539005681638,13.033239756548657,14.772918997991509,0.038691818366036475,1
122,12.542384607855794,13.04374662218435,14.789013402934476,0.03974208082255871,1
123,12.556307107311772,13.043303511015791,14.737196506171529,0.040510113376829526,1
124,12.488564626130689,13.066077509259769,14.854674531692014,0.03903501714781201,1
125,12.569931491367942,13.07330193774811,14.843776137331545,0.039747865990225964,1
126,12.54406118753115,13.073486369954086,14.723632290818543,0.03987264638579253,1
127,12.440240995237398,13.02904765408976,14.708137608378415,0.04271857363876968,1
128,12.429932824030033,13.058015768320878,14.678648332342048,0.03992471439117908,1
129,12.570699108718708,13.065254092371838,14.873456078424116,0.04017623724240463,1
130,12.551355176068459,13.097434447503266,14.776454118716844,0.0389204565749662,1
